sgRNA	Gene	sample1_7day	sample1_21day
HGLibB_50501	TMEM92	2	0
HGLibB_41988	RPP40	2	0
HGLibB_22643	IFNA2	2	0
HGLibB_09848	CLDN12	2	0
HGLibB_09667	CIAO1	0	1
HGLibB_04354	BCMO1	0	2
HGLibB_10087	CLPB	0	2
HGLibB_20624	GUCY1A2	0	2
HGLibB_50306	TMEM31	0	2
HGLibB_05817	C1orf204	0	2
HGLibB_46031	SNX31	0	2
HGLibB_26367	LGMN	0	2
HGLibB_00236	ABHD11	0	2
HGLibB_50449	TMEM74	0	2
HGLibB_02508	APOC3	0	2
HGLibB_00620	ACTL6A	0	2
HGLibB_14653	EHD4	0	2
HGLibB_43579	SET	0	2
HGLibB_00237	ABHD11	0	2
HGLibB_17228	FDFT1	0	2
HGLibB_04189	BAZ2A	0	2
HGLibB_29796	MRGPRD	0	2
HGLibB_36990	PLD2	0	4
HGLibB_43126	SEBOX	0	1
HGLibB_10781	CORO7	0	2
HGLibB_46774	SPRTN	0	2
HGLibB_54136	WDR86	0	2
HGLibB_00770	ADAM32	0	2
HGLibB_11846	CXCL14	0	2
HGLibB_22078	HRK	0	2
HGLibB_35798	PDGFB	0	2
HGLibB_32924	NUDT2	0	2
HGLibB_42883	SCGB3A2	0	2
HGLibB_36925	PLBD1	0	2
HGLibB_38774	PRR23B	0	2
HGLibB_14147	DUSP26	0	2
HGLibB_19349	GLYATL1	0	2
HGLibB_00528	ACPT	0	1
HGLibB_09989	CLEC4M	0	2
HGLibB_10238	CNBP	0	2
HGLibB_37842	PPHLN1	0	2
HGLibB_46982	SRR	0	2
HGLibB_55302	ZMAT2	0	2
HGLibB_44921	SLC35C2	0	2
HGLibB_10008	CLHC1	0	2
HGLibB_24120	KCNAB3	0	2
HGLibB_24076	KBTBD6	0	2
HGLibB_47410	STK19	0	2
HGLibB_15557	ESPNL	0	1
HGLibB_32398	NPFFR2	0	2
HGLibB_49053	TEX9	0	2
HGLibB_17261	FER	0	2
HGLibB_07942	CCIN	0	2
HGLibB_55369	ZNF101	0	2
HGLibB_57238	NonTargetingControlGuideForHuman_0210	0	2
HGLibB_16344	FAM193B	0	2
HGLibB_28575	MCM5	0	2
HGLibB_12566	DCX	0	2
HGLibB_21279	HIGD1A	0	1
HGLibB_29605	MON2	0	2
HGLibB_39671	QDPR	0	2
HGLibB_24204	KCNIP2	0	2
HGLibB_03591	ATP1B1	0	2
HGLibB_19035	GIF	0	2
HGLibB_25916	LAMA5	0	2
HGLibB_40768	RELL1	0	2
HGLibB_55116	ZFP106	0	6
HGLibB_03760	ATP6V1G3	0	2
HGLibB_42749	SBK2	0	2
HGLibB_45243	SLC6A12	0	2
HGLibB_23267	INHA	0	2
HGLibB_25928	LAMB4	0	2
HGLibB_41669	RNMTL1	0	2
HGLibB_24434	KCTD8	0	2
HGLibB_15506	ERP29	0	2
HGLibB_44766	SLC27A3	0	2
HGLibB_08410	CD59	0	2
HGLibB_13439	DNAAF1	0	2
HGLibB_11906	CXorf36	0	2
HGLibB_09862	CLDN18	0	2
HGLibB_25055	KLHDC1	0	2
HGLibB_12302	DAP	0	2
HGLibB_34801	P2RX1	0	2
HGLibB_22316	HTATIP2	0	2
HGLibB_17224	FCRLB	0	2
HGLibB_43934	SHANK1	0	2
HGLibB_34508	OR8S1	0	2
HGLibB_44735	SLC26A2	0	2
HGLibB_03932	AZI1	0	2
HGLibB_56937	ZSCAN22	0	2
HGLibB_28213	MAPK11	0	2
HGLibB_38224	PRAM1	0	2
HGLibB_11226	CRX	0	1
HGLibB_22057	HRC	0	2
HGLibB_47125	SSTR4	0	2
HGLibB_55597	ZNF25	0	2
HGLibB_03927	AZGP1	0	2
HGLibB_34205	OR5AS1	0	2
HGLibB_43965	SHD	0	4
HGLibB_05268	C12orf60	0	2
HGLibB_13183	DHX57	0	4
HGLibB_53709	VPS37A	0	2
HGLibB_13978	DSCAML1	0	1
HGLibB_44093	SIGLEC7	0	2
HGLibB_02700	ARHGAP11A	0	2
HGLibB_10871	CP	0	2
HGLibB_28831	MEIS1	0	2
HGLibB_49681	TMBIM4	0	2
HGLibB_21357	HIST1H2AD	0	2
HGLibB_13696	DNTT	0	2
HGLibB_09345	CHAMP1	0	1
HGLibB_05203	C11orf88	0	2
HGLibB_46201	SOX3	0	2
HGLibB_02144	ANKRD9	0	2
HGLibB_19240	GLIPR1L2	0	2
HGLibB_03119	ARRDC4	0	1
HGLibB_36620	PIKFYVE	0	2
HGLibB_01206	AGO2	0	2
HGLibB_32120	NME4	0	2
HGLibB_05861	C1orf51	0	2
HGLibB_10306	CNNM2	0	4
HGLibB_57748	NonTargetingControlGuideForHuman_0720	0	2
HGLibB_00468	ACOT1	0	2
HGLibB_25511	KRT78	0	2
HGLibB_47962	SYNPO2	0	2
HGLibB_33941	OR4E2	0	2
HGLibB_12170	CYP4F12	0	2
HGLibB_05622	C19orf10	0	2
HGLibB_07950	CCKBR	0	2
HGLibB_18650	GATA4	0	1
HGLibB_19986	GPR3	0	4
HGLibB_48279	TARM1	0	2
HGLibB_58023	NonTargetingControlGuideForHuman_0995	0	2
HGLibB_57045	NonTargetingControlGuideForHuman_0017	0	2
HGLibB_37391	POC1A	0	2
HGLibB_45958	SNUPN	0	2
HGLibB_55084	ZFAND2B	0	2
HGLibB_55036	ZDHHC21	0	2
HGLibB_44232	SKIV2L	0	2
HGLibB_27435	LRRN3	0	2
HGLibB_30744	MYLK2	0	2
HGLibB_50176	TMEM221	0	2
HGLibB_20810	HAP1	0	2
HGLibB_54353	WSB2	0	2
HGLibB_56361	ZNF628	0	2
HGLibB_52903	ULK1	0	4
HGLibB_10030	CLINT1	0	2
HGLibB_35866	PDLIM3	0	1
HGLibB_28990	MEX3B	0	2
HGLibB_06436	C6orf120	0	2
HGLibB_57063	NonTargetingControlGuideForHuman_0035	0	2
HGLibB_30379	MTMR14	0	2
HGLibB_39888	RAB40C	0	2
HGLibB_04162	BARX1	0	2
HGLibB_49044	TEX36	0	2
HGLibB_52490	UBAP2L	0	2
HGLibB_27070	LPP	0	2
HGLibB_33138	NYAP2	0	2
HGLibB_28899	METRNL	0	2
HGLibB_31549	NECAB3	0	2
HGLibB_14613	EGFR	0	2
HGLibB_39235	PTCHD4	0	2
HGLibB_39987	RABL6	0	2
HGLibB_27432	LRRN2	0	2
HGLibB_20486	GTDC1	0	2
HGLibB_45860	SNCG	0	2
HGLibB_34380	OR6K6	0	2
HGLibB_26590	LIPM	0	2
HGLibB_01540	ALDH1A1	0	3
HGLibB_11709	CTSL2	0	2
HGLibB_30388	MTMR4	0	2
HGLibB_31015	NAE1	0	2
HGLibB_42114	RPS6KA4	0	2
HGLibB_13845	DPP10	0	2
HGLibB_30103	MS4A2	0	1
HGLibB_50241	TMEM245	0	2
HGLibB_49348	THSD7B	0	2
HGLibB_52839	UGT2A1	0	2
HGLibB_21321	HIPK4	0	2
HGLibB_19273	GLRA1	0	2
HGLibB_07373	CAV2	0	1
HGLibB_45979	SNX13	0	2
HGLibB_06647	C8orf86	0	2
HGLibB_20497	GTF2A2	0	2
HGLibB_01264	AGTR2	0	2
HGLibB_07711	CCDC179	0	2
HGLibB_57676	NonTargetingControlGuideForHuman_0648	0	2
HGLibB_55651	ZNF277	0	2
HGLibB_39747	RAB11FIP3	0	2
HGLibB_03986	B3GNT3	0	2
HGLibB_09155	CEP76	0	2
HGLibB_46234	SP140	0	2
HGLibB_24266	KCNK12	0	2
HGLibB_13609	DNAJC5B	0	1
HGLibB_29383	MLLT6	0	2
HGLibB_33131	NXT1	0	1
HGLibB_32997	NUP210L	0	2
HGLibB_29787	MRFAP1	0	2
HGLibB_41487	RNF148	0	2
HGLibB_22448	IBA57	0	2
HGLibB_43969	SHE	0	2
HGLibB_06565	C7orf62	0	2
HGLibB_07653	CCDC155	0	2
HGLibB_34679	OTOF	0	1
HGLibB_44345	SLC14A1	0	2
HGLibB_35227	PATE2	0	1
HGLibB_09714	CIRH1A	0	2
HGLibB_56090	ZNF521	0	2
HGLibB_22538	IDUA	0	1
HGLibB_34963	PAGE2B	0	2
HGLibB_06721	C9orf37	0	2
HGLibB_49653	TM6SF2	0	2
HGLibB_09060	CENPL	0	1
HGLibB_20577	GTPBP2	0	1
HGLibB_54083	WDR63	0	2
HGLibB_11221	CRTC3	0	2
HGLibB_35204	PARPBP	0	2
HGLibB_50423	TMEM64	0	1
HGLibB_23734	ITGAX	0	1
HGLibB_10099	CLPSL2	0	2
HGLibB_18160	FUT11	0	2
HGLibB_17127	FBXW5	0	2
HGLibB_10551	COL3A1	0	2
HGLibB_10291	CNKSR3	0	2
HGLibB_25684	KRTAP22-2	0	2
HGLibB_15353	EPS8	0	2
HGLibB_30878	MYRIP	0	2
HGLibB_52016	TTC23L	0	2
HGLibB_44520	SLC22A23	0	2
HGLibB_31555	NECAP2	0	2
HGLibB_05410	C15orf54	0	2
HGLibB_18874	GDPD4	0	2
HGLibB_42695	SARS	0	2
HGLibB_03380	ASTN2	0	2
HGLibB_32294	NOSTRIN	0	2
HGLibB_28783	MEDAG	0	2
HGLibB_49200	TGM3	0	2
HGLibB_38945	PRY	0	2
HGLibB_22740	IFT74	0	2
HGLibB_20383	GSDMC	0	2
HGLibB_24559	KIAA0141	0	2
HGLibB_35896	PDS5A	0	2
HGLibB_17863	FOXJ1	0	2
HGLibB_09368	CHCHD6	0	2
HGLibB_46467	SPATA6	0	2
HGLibB_47985	SYT1	0	2
HGLibB_46868	SRBD1	0	2
HGLibB_15574	ESRRB	0	2
HGLibB_21217	HGS	0	2
HGLibB_43695	SFSWAP	0	2
HGLibB_42167	RRAD	0	2
HGLibB_15803	EYA4	0	2
HGLibB_52475	UBALD1	0	2
HGLibB_26560	LINS	0	1
HGLibB_49636	TM4SF19	0	2
HGLibB_44135	SIPA1	0	2
HGLibB_46659	SPINT2	0	2
HGLibB_17921	FOXR1	0	2
HGLibB_25227	KLK5	0	4
HGLibB_08094	CCNI	0	2
HGLibB_44276	SLC10A1	0	2
HGLibB_49616	TLX2	0	2
HGLibB_19772	GPHB5	0	2
HGLibB_32980	NUP153	0	2
HGLibB_05416	C15orf57	0	2
HGLibB_46148	SOS2	0	2
HGLibB_08002	CCL26	0	2
HGLibB_51494	TRIM6	0	1
HGLibB_04921	BTBD8	0	2
HGLibB_20818	HAPLN3	0	2
HGLibB_16132	FAM149B1	0	2
HGLibB_11674	CTRL	0	1
HGLibB_33853	OR2V2	0	2
HGLibB_25788	KRTAP7-1	0	2
HGLibB_19550	GNPTG	0	2
HGLibB_07667	CCDC166	0	2
HGLibB_42549	S1PR4	0	2
HGLibB_38897	PRSS46	0	2
HGLibB_55665	ZNF280D	0	3
HGLibB_09876	CLDN23	0	2
HGLibB_03663	ATP5H	0	2
HGLibB_02455	APOA4	0	2
HGLibB_00199	ABCD4	0	2
HGLibB_16846	FAR1	0	2
HGLibB_34211	OR5B12	0	1
HGLibB_41717	ROR1	0	2
HGLibB_15158	ENPP5	0	2
HGLibB_02643	ARF1	0	2
HGLibB_12316	DAPK3	0	4
HGLibB_07984	CCL20	0	1
HGLibB_33817	OR2T2	0	2
HGLibB_57336	NonTargetingControlGuideForHuman_0308	0	2
HGLibB_45221	SLC5A5	0	2
HGLibB_55298	ZMAT1	0	2
HGLibB_08370	CD3G	0	2
HGLibB_56375	ZNF641	0	2
HGLibB_17720	FNDC1	0	2
HGLibB_38784	PRR25	0	2
HGLibB_36439	PI16	0	2
HGLibB_23950	JPH3	0	2
HGLibB_00688	ACVR1B	0	2
HGLibB_38386	PRELP	0	2
HGLibB_03844	ATXN3L	0	1
HGLibB_46252	SP6	0	1
HGLibB_41202	RILPL1	0	2
HGLibB_48942	TENM3	0	2
HGLibB_56775	ZNF836	0	1
HGLibB_06812	CA6	0	2
HGLibB_44157	SIRPD	0	1
HGLibB_11442	CST3	0	2
HGLibB_38937	PRUNE	0	2
HGLibB_37272	PMP2	0	2
HGLibB_21095	HELZ	0	2
HGLibB_21256	HIBCH	0	2
HGLibB_07260	CARTPT	0	2
HGLibB_28629	MDFI	0	2
HGLibB_00211	ABCF3	0	2
HGLibB_26457	LILRA3	0	2
HGLibB_26203	LDLRAD1	0	2
HGLibB_57668	NonTargetingControlGuideForHuman_0640	0	2
HGLibB_24244	KCNJ4	0	2
HGLibB_53828	VTN	0	2
HGLibB_43018	SCUBE1	0	2
HGLibB_11432	CST1	0	2
HGLibB_47943	SYNJ1	0	4
HGLibB_53355	USPL1	0	2
HGLibB_49998	TMEM170B	0	2
HGLibB_31074	NAP1L3	0	2
HGLibB_36151	PGAM2	0	2
HGLibB_39259	PTGDR2	0	2
HGLibB_35997	PEMT	0	2
HGLibB_08412	CD5L	0	2
HGLibB_12041	CYP11B1	0	2
HGLibB_27828	MAF1	0	2
HGLibB_42901	SCLY	0	2
HGLibB_42816	SCARB1	0	2
HGLibB_07323	CASP8AP2	0	2
HGLibB_06850	CABP4	0	2
HGLibB_57987	NonTargetingControlGuideForHuman_0959	0	2
HGLibB_47538	STRN	0	2
HGLibB_28659	MDM4	0	2
HGLibB_57364	NonTargetingControlGuideForHuman_0336	0	1
HGLibB_16225	FAM168A	0	1
HGLibB_29386	MLN	0	2
HGLibB_20581	GTPBP4	0	1
HGLibB_33309	OLFM4	0	2
HGLibB_46678	SPNS2	0	1
HGLibB_50420	TMEM63C	0	2
HGLibB_09446	CHIT1	0	2
HGLibB_51922	TSPYL5	0	2
HGLibB_26579	LIPH	0	4
HGLibB_38938	PRUNE	0	2
HGLibB_38765	PRR21	0	2
HGLibB_22793	IGFBP4	0	2
HGLibB_13786	DOT1L	0	2
HGLibB_34737	OTX1	0	2
HGLibB_00632	ACTL8	0	2
HGLibB_28285	MARC2	0	2
HGLibB_57595	NonTargetingControlGuideForHuman_0567	0	2
HGLibB_31290	NCMAP	0	2
HGLibB_08815	CDKN1A	0	2
HGLibB_22993	IL18BP	0	2
HGLibB_53675	VPS13D	0	2
HGLibB_08241	CD164	0	4
HGLibB_05189	C11orf83	0	2
HGLibB_41443	RNF126	0	1
HGLibB_28481	MBOAT4	0	2
HGLibB_41155	RHOU	0	1
HGLibB_20434	GSTA5	0	2
HGLibB_08397	CD52	0	2
HGLibB_03234	ASB3	0	1
HGLibB_48376	TASP1	0	2
HGLibB_26356	LGI1	0	2
HGLibB_57383	NonTargetingControlGuideForHuman_0355	0	2
HGLibB_03202	ASB1	0	2
HGLibB_25487	KRT7	0	2
HGLibB_34311	OR5T1	0	2
HGLibB_27145	LRIT1	0	2
HGLibB_11167	CRK	0	2
HGLibB_18845	GDF5	0	2
HGLibB_06974	CADPS2	0	2
HGLibB_10381	CNTF	0	2
HGLibB_23810	ITPKA	0	2
HGLibB_02112	ANKRD50	0	2
HGLibB_21125	HERC1	0	2
HGLibB_26266	LENG9	0	2
HGLibB_54861	ZBTB8B	0	2
HGLibB_07477	CC2D2B	0	2
HGLibB_04260	BCAT1	0	2
HGLibB_25595	KRTAP12-1	0	2
HGLibB_22132	HSD11B1	0	2
HGLibB_50155	TMEM214	0	2
HGLibB_37762	PPAN	0	2
HGLibB_39381	PTPN1	0	2
HGLibB_27242	LRRC20	0	2
HGLibB_39672	QKI	0	2
HGLibB_33619	OR1F1	0	2
HGLibB_56157	ZNF555	0	2
HGLibB_57101	NonTargetingControlGuideForHuman_0073	0	2
HGLibB_35968	PEBP4	0	1
HGLibB_29322	MLANA	0	2
HGLibB_47778	SURF2	0	2
HGLibB_46588	SPHK2	0	4
HGLibB_35580	PCMTD1	0	2
HGLibB_38533	PRKG2	0	2
HGLibB_44898	SLC35A2	0	2
HGLibB_41690	ROBO4	0	2
HGLibB_00259	ABHD16B	0	2
HGLibB_34779	OXLD1	0	2
HGLibB_37857	PPIAL4D	0	2
HGLibB_33248	ODF3L2	0	1
HGLibB_56955	ZSCAN32	0	2
HGLibB_35937	PDZD8	0	2
HGLibB_41585	RNF219	0	2
HGLibB_41176	RIBC1	0	2
HGLibB_30955	NAA40	0	1
HGLibB_26121	LCLAT1	0	2
HGLibB_41821	RPL14	0	2
HGLibB_15876	FA2H	0	2
HGLibB_21055	HEBP1	0	2
HGLibB_18718	GBP6	0	2
HGLibB_28862	MEPE	0	2
HGLibB_40421	RBM10	0	2
HGLibB_08588	CDC7	0	1
HGLibB_54806	ZBTB39	0	2
HGLibB_21363	HIST1H2AG	0	1
HGLibB_29406	MLYCD	0	2
HGLibB_29926	MRPL37	0	2
HGLibB_11859	CXCL5	0	2
HGLibB_18056	FSD1L	0	2
HGLibB_22616	IFITM3	0	1
HGLibB_51350	TRIM15	0	2
HGLibB_52565	UBE2L6	0	2
HGLibB_51958	TST	0	2
HGLibB_05083	C10orf68	0	2
HGLibB_33916	OR4C6	0	2
HGLibB_44585	SLC25A11	0	2
HGLibB_20036	GPR62	0	4
HGLibB_36327	PHF23	0	2
HGLibB_52277	TUSC1	0	4
HGLibB_28925	METTL17	0	2
HGLibB_08632	CDH12	0	2
HGLibB_18388	GAD2	0	1
HGLibB_12957	DEPDC1	0	2
HGLibB_03999	B3GNT8	0	2
HGLibB_28273	MAPRE1	0	2
HGLibB_33256	OGDH	0	2
HGLibB_46963	SRPK2	0	2
HGLibB_13989	DSCR4	0	2
HGLibB_10273	CNIH1	0	2
HGLibB_23956	JRK	0	1
HGLibB_28201	MAP7D3	0	2
HGLibB_02120	ANKRD54	0	1
HGLibB_18162	FUT2	0	2
HGLibB_10400	CNTN4	0	2
HGLibB_33440	OR10C1	0	2
HGLibB_42155	RPUSD2	0	2
HGLibB_12469	DCDC2	0	1
HGLibB_50272	TMEM255B	0	2
HGLibB_37505	POLR1C	0	2
HGLibB_51805	TSKS	0	1
HGLibB_08479	CD97	0	2
HGLibB_47506	STRA13	0	2
HGLibB_26126	LCMT2	0	2
HGLibB_29847	MRPL1	0	2
HGLibB_46213	SOX6	0	2
HGLibB_50156	TMEM214	0	1
HGLibB_04140	BANF2	0	2
HGLibB_55784	ZNF347	0	2
HGLibB_05102	C10orf91	0	2
HGLibB_47940	SYNGR4	0	2
HGLibB_31666	NEU1	0	2
HGLibB_20686	GZF1	0	2
HGLibB_23141	IL4R	0	2
HGLibB_34322	OR5W2	0	4
HGLibB_14884	ELFN1	0	2
HGLibB_36395	PHOSPHO1	0	1
HGLibB_04235	BCAN	0	2
HGLibB_46943	SRP14	0	2
HGLibB_14312	EAF1	0	2
HGLibB_02296	AP1S2	0	2
HGLibB_08592	CDC73	0	1
HGLibB_26959	LOC729059	0	2
HGLibB_17528	FKBP10	0	1
HGLibB_18826	GDF1	0	2
HGLibB_17110	FBXO9	0	4
HGLibB_18357	GABRD	0	1
HGLibB_02914	ARIH2	0	2
HGLibB_04216	BBS4	0	2
HGLibB_27553	LTBP2	0	2
HGLibB_30530	MURC	0	2
HGLibB_47770	SUPT7L	0	4
HGLibB_50313	TMEM35	0	1
HGLibB_47719	SUMO1	0	2
HGLibB_38677	PRPF38B	0	2
HGLibB_55140	ZFP36L1	0	2
HGLibB_39310	PTGS1	0	2
HGLibB_39143	PSME2	0	2
HGLibB_13577	DNAJC21	0	2
HGLibB_18058	FSD2	0	2
HGLibB_48114	TACR2	0	2
HGLibB_13375	DMBT1	0	1
HGLibB_31788	NFKBIE	0	2
HGLibB_13457	DNAH12	0	2
HGLibB_48651	TCEAL3	0	1
HGLibB_19325	GLTPD2	0	4
HGLibB_15389	ERAS	0	2
HGLibB_35328	PCBP4	0	2
HGLibB_06164	C2orf69	0	2
HGLibB_54014	WDR37	0	2
HGLibB_57553	NonTargetingControlGuideForHuman_0525	0	1
HGLibB_21110	HEPACAM	0	2
HGLibB_35290	PBOV1	0	2
HGLibB_29694	MPL	0	2
HGLibB_47214	ST6GALNAC3	0	2
HGLibB_34133	OR52J3	0	2
HGLibB_34688	OTOP1	0	2
HGLibB_50593	TMPRSS9	0	2
HGLibB_34383	OR6M1	0	2
HGLibB_09793	CLC	0	2
HGLibB_09015	CELSR1	0	2
HGLibB_15569	ESRP2	0	2
HGLibB_14122	DUSP15	0	2
HGLibB_36447	PI4K2B	0	2
HGLibB_12844	DEFB116	0	2
HGLibB_20064	GPR83	0	2
HGLibB_20209	GREB1	0	1
HGLibB_49352	THTPA	0	2
HGLibB_40495	RBM4	0	2
HGLibB_35916	PDXP	0	2
HGLibB_55086	ZFAND3	0	2
HGLibB_22742	IFT80	0	2
HGLibB_32296	NOTCH1	0	1
HGLibB_08420	CD63	0	4
HGLibB_55542	ZNF221	0	2
HGLibB_37247	PMEL	0	2
HGLibB_56255	ZNF585B	0	2
HGLibB_44463	SLC1A4	0	2
HGLibB_36237	PGR	0	2
HGLibB_07742	CCDC28B	0	3
HGLibB_12758	DEC1	0	2
HGLibB_51667	TRPC3	0	2
HGLibB_18690	GBAS	0	2
HGLibB_15731	EXOC6	0	2
HGLibB_26537	LIN7A	0	2
HGLibB_10539	COL25A1	0	2
HGLibB_47504	STPG2	0	2
HGLibB_42677	SAPCD1	0	2
HGLibB_46953	SRP68	0	2
HGLibB_01489	AKR1C4	0	2
HGLibB_54487	XPNPEP1	0	2
HGLibB_39641	PYGM	0	2
HGLibB_42986	SCPEP1	0	2
HGLibB_56359	ZNF627	0	1
HGLibB_55361	ZNF10	0	2
HGLibB_24111	KCNA7	0	2
HGLibB_51315	TRH	0	2
HGLibB_38724	PRR12	0	2
HGLibB_04624	BMPER	0	2
HGLibB_24470	KDM3B	0	2
HGLibB_41394	RND1	0	2
HGLibB_08121	CCNT2	0	2
HGLibB_12729	DDX54	0	2
HGLibB_15064	EMR2	0	2
HGLibB_20805	HAO1	0	2
HGLibB_34369	OR6F1	0	2
HGLibB_46186	SOX15	0	2
HGLibB_41610	RNF31	0	2
HGLibB_39647	PYGO2	0	2
HGLibB_07888	CCDC85B	0	2
HGLibB_41547	RNF187	0	2
HGLibB_01887	ANAPC7	0	2
HGLibB_30215	MST1L	0	2
HGLibB_33485	OR10K1	0	2
HGLibB_22325	HTR1A	0	2
HGLibB_06264	C3orf79	0	2
HGLibB_42898	SCLT1	0	2
HGLibB_03138	ARSF	0	2
HGLibB_30223	MSTN	0	1
HGLibB_48007	SYT16	0	2
HGLibB_26297	LETM1	0	3
HGLibB_21327	HIRIP3	0	2
HGLibB_04882	BST2	0	2
HGLibB_22942	IL13RA1	0	2
HGLibB_48636	TCEA1	0	2
HGLibB_04887	BTAF1	0	2
HGLibB_20994	HDAC7	0	2
HGLibB_26592	LIPN	0	2
HGLibB_22711	IFT122	0	2
HGLibB_45041	SLC39A11	0	2
HGLibB_50860	TNS1	0	2
HGLibB_43670	SFMBT2	0	2
HGLibB_50909	TOMM5	0	1
HGLibB_09758	CKB	0	2
HGLibB_57916	NonTargetingControlGuideForHuman_0888	0	2
HGLibB_07776	CCDC42	0	2
HGLibB_40620	RCAN2	0	2
HGLibB_05755	C1orf122	0	2
HGLibB_03223	ASB16	0	2
HGLibB_48714	TCF21	0	2
HGLibB_06851	CABP5	0	2
HGLibB_00595	ACTA1	0	2
HGLibB_47704	SULT2B1	0	2
HGLibB_07808	CCDC60	0	4
HGLibB_44432	SLC18A1	0	2
HGLibB_15917	FADS3	0	2
HGLibB_37426	POGK	0	2
HGLibB_57356	NonTargetingControlGuideForHuman_0328	0	2
HGLibB_33091	NXF3	0	4
HGLibB_32724	NSMCE2	0	2
HGLibB_38534	PRKRA	0	2
HGLibB_15408	ERCC1	0	2
HGLibB_27822	MAEL	0	2
HGLibB_51582	TRIP4	0	2
HGLibB_13373	DMBT1	0	2
HGLibB_19040	GIGYF1	0	2
HGLibB_12939	DENND4C	0	1
HGLibB_05090	C10orf76	0	2
HGLibB_49725	TMCO2	0	2
HGLibB_38266	PRAMEF22	0	2
HGLibB_28329	MARK3	0	1
HGLibB_25187	KLHL7	0	2
HGLibB_51713	TRPT1	0	2
HGLibB_17513	FIS1	0	2
HGLibB_24050	KATNBL1	0	2
HGLibB_47440	STK36	0	2
HGLibB_02989	ARL6IP5	0	2
HGLibB_51252	TRAPPC2L	0	4
HGLibB_19401	GMPR	0	2
HGLibB_37094	PLEKHM3	0	2
HGLibB_28967	METTL4	0	2
HGLibB_55398	ZNF133	0	2
HGLibB_35355	PCDH17	0	2
HGLibB_33910	OR4C45	0	2
HGLibB_16123	FAM13B	0	2
HGLibB_05029	C10orf111	0	2
HGLibB_41486	RNF148	0	1
HGLibB_01767	AMELY	0	2
HGLibB_42709	SASH1	0	2
HGLibB_46489	SPATS2	0	1
HGLibB_21448	HIST1H3H	0	2
HGLibB_38923	PRSS58	0	2
HGLibB_43818	SGTB	0	2
HGLibB_56274	ZNF593	0	2
HGLibB_01691	ALOXE3	0	2
HGLibB_33350	ONECUT2	0	2
HGLibB_53239	USP22	0	2
HGLibB_33399	OPRD1	0	2
HGLibB_00138	ABCB11	0	2
HGLibB_26453	LILRA1	0	2
HGLibB_22376	HTRA1	0	1
HGLibB_19182	GKN1	0	2
HGLibB_49094	TFDP2	0	2
HGLibB_44021	SHOX2	0	2
HGLibB_37571	POLR3E	0	2
HGLibB_14593	EFTUD1	0	1
HGLibB_13007	DFNA5	0	2
HGLibB_06023	C20orf78	0	1
HGLibB_56703	ZNF792	0	2
HGLibB_30938	NAA16	0	1
HGLibB_24071	KBTBD3	0	2
HGLibB_16280	FAM178B	0	2
HGLibB_50941	TOP3B	0	2
HGLibB_54991	ZCWPW1	0	2
HGLibB_02769	ARHGAP39	0	2
HGLibB_00989	ADM	0	2
HGLibB_27381	LRRC72	0	1
HGLibB_36390	PHLPP2	0	2
HGLibB_55434	ZNF154	0	2
HGLibB_45695	SMIM21	0	1
HGLibB_42291	RSPO1	0	2
HGLibB_00877	ADAT1	0	2
HGLibB_40315	RASL11A	0	2
HGLibB_02668	ARFGEF1	0	2
HGLibB_17120	FBXW2	0	2
HGLibB_06982	CALB1	0	2
HGLibB_05078	C10orf62	0	2
HGLibB_08202	CCT6B	0	4
HGLibB_30706	MYL10	0	2
HGLibB_03889	AVIL	0	2
HGLibB_14610	EGFLAM	0	2
HGLibB_13848	DPP3	0	2
HGLibB_06776	C9orf96	0	2
HGLibB_25909	LAMA3	0	2
HGLibB_27265	LRRC3	0	1
HGLibB_48886	TECPR2	0	2
HGLibB_01920	ANGPTL5	0	2
HGLibB_27573	LTN1	0	2
HGLibB_29733	MPPED2	0	2
HGLibB_24670	KIAA1161	0	1
HGLibB_18943	GFRA2	0	2
HGLibB_16419	FAM209B	0	2
HGLibB_45434	SLFN12L	0	2
HGLibB_33633	OR1J2	0	2
HGLibB_55963	ZNF451	0	2
HGLibB_07069	CAMK2D	0	2
HGLibB_10350	CNPY1	0	2
HGLibB_17148	FCER1G	0	2
HGLibB_12836	DEFB113	0	2
HGLibB_14034	DTD2	0	1
HGLibB_30156	MSH4	0	2
HGLibB_39270	PTGER3	0	2
HGLibB_26525	LIN28B	0	1
HGLibB_47051	SS18L2	0	1
HGLibB_13405	DMRT3	0	2
HGLibB_52285	TUSC5	0	2
HGLibB_34908	PACS1	0	2
HGLibB_35231	PATE3	0	1
HGLibB_54480	XPA	0	2
HGLibB_15061	EMR1	0	2
HGLibB_48580	TBRG4	0	2
HGLibB_03491	ATG4C	0	2
HGLibB_43243	SELL	0	2
HGLibB_16396	FAM203A	0	2
HGLibB_05005	BYSL	0	2
HGLibB_41673	RNPC3	0	2
HGLibB_21923	HOXB9	0	2
HGLibB_54388	WWP2	0	2
HGLibB_49192	TGIF2LY	0	2
HGLibB_48216	TAGLN3	0	2
HGLibB_28336	MARS	0	2
HGLibB_28549	MCHR1	0	2
HGLibB_17211	FCRL4	0	2
HGLibB_03418	ATAD5	0	1
HGLibB_34557	ORC1	0	2
HGLibB_43309	SEMA5B	0	2
HGLibB_27356	LRRC57	0	2
HGLibB_00001	A1BG	0	0
HGLibB_00002	A1BG	0	0
